Function.ID	Name	IowaCorn1	IowaCorn2	IowaCorn3	IowaCorn4	IowaCorn5	IowaCorn6	IowaCorn7	IowaNative Prairie10	IowaNative Prairie11	IowaNative Prairie12	IowaNative Prairie13	IowaNative Prairie8	IowaNative Prairie9	KansasCorn14	KansasCorn15	KansasNative Prairie16	KansasNative Prairie17	WisconsinCorn20	WisconsinNative Prairie18	WisconsinNative Prairie19
KO:K00001	alcohol dehydrogenase [EC:1.1.1.1] (E1.1.1.1, adh)	0.00352347533567265	0.00381871305293198	0.00123417469543753	0.00423513467728274	0.00147290867966186	0.00156710274441348	0.000856332748033154	0.00131762846077475	0.00208771887235437	0.00133620478684352	0.00123283627291875	0.00502488283326086	0.00552413328253671	0.00376950852860747	0.000848062493251055	0.00375230848543778	0.000913961024752302	0.000850552945415829	0.00402898214315322	0.00102203135308856
KO:K00002	alcohol dehydrogenase (NADP+) [EC:1.1.1.2] (AKR1A1, adh)	0.000217498477510657	0.000149486987837195	3.14793245647983e-05	0.000315918154305415	5.09968381960318e-05	4.62857350670647e-05	1.39467874272501e-05	4.72010195420221e-05	3.12117439388527e-05	9.29959375458862e-05	2.80421815593594e-05	0.000273791692837931	0.000908478152565718	0.000196407258003596	2.63373445109023e-05	0.000228401386070126	2.58474687532822e-05	1.46202225197868e-05	0.000132641387428913	3.84526647696685e-05
KO:K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303] (BDH, butB)	2.8999797001421e-05	2.71794523340355e-05	2.31465621799988e-05	8.85181301918554e-05	2.99981401153128e-05	3.30612393336177e-05	1.25521086845251e-05	1.44003110467186e-05	1.38718861950457e-05	1.95780921149234e-05	9.68729908414235e-06	3.22107873926978e-05	1.46528734284793e-05	3.02165012313224e-05	1.40465837391479e-05	1.95772616631536e-05	1.87359958687813e-05	1.46202225197868e-05	0	3.03573669234225e-05
KO:K00005	glycerol dehydrogenase [EC:1.1.1.6] (gldA)	2.8999797001421e-05	0	6.48103741039966e-06	1.06832226093619e-05	5.99962802306257e-06	3.30612393336177e-06	0	2.32005011308244e-05	1.38718861950457e-05	3.91561842298468e-05	1.37661618564128e-05	1.61053936963489e-05	1.46528734284793e-05	1.51082506156612e-05	6.14538038587721e-06	1.30515077754358e-05	9.16285929349158e-06	7.74011780459299e-06	3.31603468572281e-05	3.84526647696685e-05
KO:K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] (UGDH, ugd)	0.001652988429081	0.00156281850920704	0.00143323513018552	0.00146818002145802	0.00146090942361574	0.00147453127427935	0.00132215544810331	0.00147923195141015	0.00158833096933273	0.00175468650580001	0.00142505268106199	0.00153001240115315	0.00252029422969844	0.00151082506156612	0.00148103667299641	0.00128557351588042	0.00142284161327592	0.00127625942466844	0.00142589491486081	0.00148548715478614
KO:K00016	L-lactate dehydrogenase [EC:1.1.1.27] (LDH, ldh)	0.000130499086506394	1.35897261670177e-05	0.000219429409466388	0.000204507404236356	0.000113992932438189	0.000195061312068344	7.94966883353254e-05	0.000316006825747436	0.000215014236023208	0.000435612549557046	0.000199354417994719	0.000338213267623327	0.000175834481141752	0.000188853132695765	0.000131686722554512	0.000247978647733279	0.000148383616916991	0.000104061583817306	0.000165801734286141	0.00018821567492522
KO:K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30] (E1.1.1.30, bdh)	0.000623495635530551	0.000502819868179656	0.000537000242575972	0.000770718202532534	0.000626961128410039	0.000310775649736006	0.000450481233900177	0.000572012355466878	0.000766421712276272	0.000337722088982429	0.000488953674825922	0.00074084811003205	0.000410280455997421	0.000611884149934279	0.00037223446908742	0.000574266342119173	0.000460057591989637	0.000380985798603855	0.000812428498002089	0.000457384328312899
KO:K00022	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] (HADH)	2.8999797001421e-05	0.00164435686620915	1.01844873591995e-05	0.000599786640782745	5.99962802306257e-05	6.61224786672353e-06	9.76275119907505e-06	8.00017280373256e-06	2.08078292925685e-05	0	1.47858775494804e-05	4.83161810890467e-05	0.00149459308970489	6.79871277704755e-05	2.72152559945991e-05	4.56802772140251e-05	3.10443143227252e-05	1.97803010561821e-05	0.000132641387428913	3.03573669234225e-05
KO:K00023	acetoacetyl-CoA reductase [EC:1.1.1.36] (E1.1.1.36, phbB)	0.000463996752022736	0.000475640415845621	0.000254612183979987	0.000520425558541771	0.000497969125914193	0.000138857205201194	0.000403062156647527	0.000274405927168027	0.000488983988375359	0.000137046644804464	0.000355370919034064	0.000402634842408723	0.000468891949711338	0.000309719137621055	0.000273908382913384	0.000287133171059587	0.000301827320309491	0.000367225589173467	0.000414504335715352	0.000303573669234225
KO:K00024	malate dehydrogenase [EC:1.1.1.37] (mdh)	0.00123249137256039	0.00100563973635931	0.000622179591398367	0.000334232250207178	0.000800950341078853	0.000568653316538224	0.000923277327683955	0.000655214152625697	0.00075948576917875	0.000452743380157604	0.000904487819750975	0.000934112834388237	0.00131875860856314	0.00107268579371195	0.000951656048327271	0.000978863083157682	0.0010540023369394	0.00093827428053455	0.00122693283371744	0.00105846019339667
