Function.ID	Name	IowaCorn1	IowaCorn2	IowaCorn3	IowaCorn4	IowaCorn5	IowaCorn6	IowaCorn7	IowaNative Prairie10	IowaNative Prairie11	IowaNative Prairie12	IowaNative Prairie13	IowaNative Prairie8	IowaNative Prairie9	KansasCorn14	KansasCorn15	KansasNative Prairie16	KansasNative Prairie17	WisconsinCorn20	WisconsinNative Prairie18	WisconsinNative Prairie19
KO:K00260	glutamate dehydrogenase [EC:1.4.1.2] (gudB, rocG)	0.00187048690659165	0.00111435754569545	0.00102400391084315	0.00130182698368367	0.00121492467467017	0.000409959367736859	0.00141838828135133	0.000844818248074158	0.00105773132237223	0.000455190641671969	0.000835147152622377	0.00138506385788601	0.000468891949711338	0.00154104156279744	0.000949022313876181	0.00163796422581719	0.00151323937436544	0.00109479666280521	0.00203936133171953	0.00228894546602606
KO:K00261	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3] (GLUD1_2, gdhA)	0.000811994316039788	0.000896921927023171	0.000807352088838357	0.000834817538188705	0.00114292913839342	0.00099183718000853	0.000970696404936605	0.000768816606438699	0.000960628119006912	0.000868777837599726	0.000922842702226192	0.000853585865906492	0.00133341148199162	0.00123887655048422	0.00125014595278416	0.000991914590933118	0.00113004039316598	0.00119369816808612	0.00097823023228823	0.00107465078908916
KO:K00262	glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (E1.4.1.4, gdhA)	0.000478496650523446	0.000693076034517904	0.000285165646057585	0.000305234931696053	0.000497969125914193	0.00037359200446988	0.000571818284517253	0.000152003283270919	0.000260097866157106	0.000129704860261368	0.000411965139999317	0.000257686299141583	0.000556809190282214	0.000279502636389732	0.000219477870924186	0.000261030155508715	0.000158230271680146	0.000139322120482674	0.000315023295143667	0.000210477744002396
KO:K00264	glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14] (GLT1)	0.000188498680509236	1.35897261670177e-05	1.75913872567991e-05	0.00023045237343052	0.000125992188484314	6.61224786672353e-06	1.67361449127001e-05	7.28015725139663e-05	0.000173398577438071	0.000139493906318829	5.65942209652527e-05	9.66323621780934e-05	0	0.000226623759234918	2.45815215435089e-05	0.000143566585529793	3.89763417708224e-05	2.23603403243797e-05	0.000149221560857527	5.05956115390375e-05
KO:K00265	glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14] (gltB)	0.00358147492967549	0.0019161513895495	0.00108603669748554	0.00172152501476574	0.0020038757597029	0.0008992657098744	0.00192744602244596	0.00106962310385904	0.00182762100619727	0.000915275806372669	0.00138171476410662	0.00281844389686106	0.00112827125399291	0.00315762437867319	0.0015381009194367	0.0032106709127572	0.00232763977873473	0.0019917903150486	0.00359789763400925	0.00169191724986542
KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14] (gltD)	0.000797494417539077	0.000801793843854046	0.000776798626760759	0.000755456455947732	0.000794950713055791	0.000720735017472865	0.000739179733644254	0.000914419751466632	0.000901672602677968	0.000890803191229015	0.000800476819058078	0.000773058897424748	0.000600767810567652	0.00101980691655713	0.000826114706158637	0.000907079790392785	0.000932560261527151	0.000807552290945868	0.000928489712002388	0.000570718498160344
KO:K00284	glutamate synthase (ferredoxin) [EC:1.4.7.1] (E1.4.7.1)	0.00101499289504973	0.000815383570021064	0.000472189868471975	0.00116447126442044	0.00093294215758623	0.000433102235270391	0.000623421397998078	0.000627213547812633	0.00117564235503012	0.000609368117076991	0.000615398420766306	0.00074084811003205	0.000717990797995487	0.00103491516717279	0.000859475342539113	0.00106369788369801	0.000867326173721248	0.00093741426744515	0.000829008671430703	0.000663814423392173
KO:K00360	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.4] (nasB)	0.000536496244526288	0.00029897397567439	0.000147212135464792	0.000257923517283165	0.000368977123418348	0.0001124082137343	0.000150625304214301	0.000117602540214869	0.000256629894608345	0.000176202829034311	0.000113698299777039	0.000370424055016025	0.000234445974855669	0.00061943827524211	0.000246693126918785	0.000626472373220916	0.000168623962819032	0.000197803010561821	0.000596886243430106	0.000127500941078375
KO:K00362	nitrite reductase (NADH) large subunit [EC:1.7.1.15] (nirB)	0.000536496244526288	0.000149486987837195	0.000422193294163178	0.00040443628449727	0.000344978611326098	0.0003372246412029	0.000428166374016577	0.000408808830270734	0.000374540927266233	0.000345063873525525	0.000323759732548968	0.000531477991979514	0.000190487354570231	0.000830953783861367	0.000395938079147232	0.00112895542257519	0.000881822637678115	0.000467847120633176	0.000961650058859616	0.000388574296619808
KO:K00363	nitrite reductase (NADH) small subunit [EC:1.7.1.15] (nirD)	0.000144998985007105	0.000285384249507372	0.000205541472158389	0.000167879212432829	0.000200987538772596	0.000231428675335324	0.000125521086845251	0.000200804337373687	0.000242758008413299	0.000205569967206696	0.000105540574232498	0.000225475511748885	0.000205140227998711	0.000181299007387935	0.000144855394809963	0.000176195354968383	0.000158093512586213	0.00013244201576748	0.000182381907714755	0.000135596238924621
KO:K00366	ferredoxin-nitrite reductase [EC:1.7.7.1] (nirA)	0.000565496041527709	0.000448460963511585	0.000322200145545583	0.000312865804988454	0.000452971915741224	0.000287632782202474	0.000231516671292351	0.000406408778429614	0.000554875447801826	0.000516372179531105	0.000372706085816214	0.000660321141550305	0.00043958620285438	0.000521234646240312	0.000345897124576517	0.000587317849894609	0.000459784073801772	0.000313044764541316	0.000596886243430106	0.000437146083697284
KO:K00367	ferredoxin-nitrate reductase [EC:1.7.7.2] (narB)	2.8999797001421e-05	0	1.66655247695991e-05	3.66281918035264e-05	2.99981401153129e-06	1.32244957334471e-05	2.78935748545001e-06	2.96006393738105e-05	2.42758008413299e-05	3.42616612011159e-05	2.29436030940214e-05	6.44215747853956e-05	2.93057468569587e-05	7.55412530783061e-06	6.14538038587721e-06	5.2206031101743e-05	1.0393691138886e-05	5.16007853639532e-06	3.31603468572281e-05	6.07147338468451e-06
KO:K00368	nitrite reductase (NO-forming) [EC:1.7.2.1] (nirK)	0.000463996752022736	0.000733845213018958	0.000672176165707164	0.000523477907858731	0.000914943273517042	0.000958775940674912	0.00105995584447101	0.000236805114990484	0.000287841638547197	0.000239831628407812	0.000204962854306591	0.000161053936963489	7.32643671423966e-05	0.000241732009850579	0.000517967775381079	0.000234927139957844	0.000387438513111368	0.000522887958354726	0.000182381907714755	0.000317740440465156
KO:K00370	nitrate reductase alpha subunit [EC:1.7.99.4] (narG)	0.000695995128034104	0.000543589046680709	0.000368493269905581	0.000279289962501889	0.000608962244340851	0.00042979611133703	0.000956749617509355	8.64018662803117e-05	6.58914594264669e-05	0.000122363075718271	6.6281520049395e-05	8.05269684817445e-05	1.46528734284793e-05	0.000339935638852377	0.0004854850504843	0.000208824124406972	0.000320563316178273	0.000477307264616567	0.000116061214000298	0.000206430095079273
KO:K00371	nitrate reductase beta subunit [EC:1.7.99.4] (narH)	0.000217498477510657	0.000339743154175443	0.000105548323540794	0.00011446309938602	0.000179988840691877	0.000115714337667662	0.000475585451269227	3.60007776167965e-05	3.46797154876141e-05	4.64979687729431e-05	2.75323237128256e-05	1.61053936963489e-05	5.86114937139173e-05	0.000203961383311426	0.000204553375701342	0.000110937816091204	0.000155631848895424	0.000233063547227189	0.000182381907714755	0.000109286520924321
KO:K00372	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.4] (nasA)	0.00059449583852913	0.00029897397567439	0.000528667480191172	0.000683726246999159	0.000509968381960318	0.000443020607070477	0.000429561052759302	0.000496810731111792	0.000665850537362191	0.000531055748617297	0.000384942674133025	0.00059589956676491	0.000146528734284793	0.000710087778936077	0.000457391883006004	0.00102454336037171	0.000699659524559745	0.000426566492342013	0.000829008671430703	0.000360240754157947
KO:K00373	nitrate reductase delta subunit (narJ)	0.000101499289504973	0.000163076714004213	0.000106474186027994	8.24134315579344e-05	0.000113992932438189	5.28979829337883e-05	0.000138073195529776	1.92004147289581e-05	3.46797154876141e-06	1.46835690861926e-05	4.07886277227046e-06	0	0	4.53247518469836e-05	4.91630430870177e-05	1.95772616631536e-05	4.1027728179813e-05	5.41808246321509e-05	1.65801734286141e-05	2.4285893538738e-05
KO:K00374	nitrate reductase gamma subunit [EC:1.7.99.4] (narI)	0.000202998579009947	0.000163076714004213	0.000110177635976794	7.17302089485725e-05	0.00018598846871494	0.000109102089800938	0.000199439060209676	2.32005011308244e-05	2.08078292925685e-05	2.20253536292888e-05	1.070701477721e-05	1.61053936963489e-05	0	7.55412530783061e-05	7.19887416631331e-05	8.48348005403324e-05	6.26356650211812e-05	9.46014398339143e-05	1.65801734286141e-05	3.44050158465455e-05
KO:K00376	nitrous-oxide reductase [EC:1.7.2.4] (nosZ)	0.000318997767015631	0.000448460963511585	0.000317570833109583	0.000282342311818849	0.000404974891556723	0.000466163474604009	0.000502084347381003	0.00010800233285039	0.000117911032657888	0.000176202829034311	9.0244838836484e-05	1.61053936963489e-05	5.86114937139173e-05	0.000211515508619257	0.00033711800973955	0.00012398932386664	0.000194197913384448	0.000239083638852983	9.94810405716844e-05	6.47623827699681e-05
KO:K00459	nitronate monooxygenase [EC:1.13.12.16] (ncd2, npd)	0.000608995737029841	0.000937691105524224	0.000704581352759163	0.000781401425141896	0.00060596243032932	0.000581877812271671	0.000587159750687228	0.000712015379532198	0.000658914594264669	0.000741520238852724	0.000553705621335715	0.000628110354157607	0.000512850569996776	0.000423031017238514	0.000321315603033009	0.000502483049354277	0.000433389568672758	0.000436886649414804	0.000397924162286738	0.000327859562772963
KO:K00531	nitrogenase delta subunit [EC:1.18.6.1] (anfG)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00926	carbamate kinase [EC:2.7.2.2] (arcC)	0.000260998173012789	0.000244615071006319	0.000306460483263184	0.000282342311818849	0.00030298121516466	0.000185142940268259	0.000235700707520526	0.000190404112728835	0.000176866548986832	8.56541530027899e-05	0.000125934888093851	0.000209370118052536	7.32643671423966e-05	0.000400368641315022	0.000256350153239449	0.000476380033803405	0.000300870006651962	0.000325944960882305	0.000464244856001194	0.000481670221851637
KO:K01455	formamidase [EC:3.5.1.49] (E3.5.1.49)	0.000318997767015631	0.000231025344839302	0.000207393197132789	0.000308287281013014	0.000197987724761065	0.000211591931735153	0.000154809340442476	0.000239205166831604	0.000305181496291004	0.000252067935979639	0.000252889491880769	0.00028989708653428	0.000117222987427835	0.000287056761697563	0.000179971854157833	0.000274081663284151	0.000219088068480202	0.000225323429422596	0.000348183642000895	0.000410836365696985
KO:K01501	nitrilase [EC:3.5.5.1] (E3.5.5.1)	0.000420497056520604	0.000407691785010532	0.000367567407418381	0.000447169174934718	0.000359977681383754	0.000390122624136688	0.000292882535972251	0.000272005875326907	0.000176866548986832	0.000293671381723851	0.000153467211806676	0.000193264724356187	5.86114937139173e-05	0.000362598014775869	0.000218599959440489	0.000476380033803405	0.000296630474740048	0.000236503599584786	0.000513985376287036	0.000400717243389177
